x,y
2.756892230576441,13.61979101816075
3.258145363408521,13.012824847538296
3.508771929824561,11.277701838446498
3.7593984962406015,8.13990032421272
4.010025062656641,10.701662329793086
4.511278195488721,4.9620508512333075
4.761904761904762,7.364048319101164
5.012531328320802,5.8877021094206645
5.263157894736842,4.610493618120029
5.764411027568922,2.6402806168163298
6.015037593984962,1.595342834304019
7.769423558897243,5.981263205413532
8.521303258145362,5.325694104546873
9.273182957393484,7.291933956803656
9.523809523809524,10.795507479241675
9.774436090225564,9.21048533661483
10.776942355889723,17.38069451992915
11.278195488721805,17.825158148656413
12.030075187969924,23.38976947844815
13.032581453634084,25.886111879190086
13.283208020050125,21.508847618491668
14.285714285714285,24.404467654303343
14.536340852130325,20.0450603945808
15.037593984962406,20.328393452002093
15.789473684210526,17.62891380364077
16.040100250626566,17.913280694708067
16.791979949874687,11.237730863710848
17.293233082706767,9.93286027684752
17.543859649122805,7.28518492322033
18.546365914786968,5.378715414410965
18.796992481203006,7.660676856968435
19.047619047619047,5.1473947003323905
19.298245614035086,7.868787986605667
19.548872180451127,6.852113829844674
20.050125313283207,6.189933676268225
20.551378446115287,8.8075867990149
21.052631578947366,8.727565000490427
21.804511278195488,14.424154554674532
22.05513784461153,15.481472321054468
24.06015037593985,22.432746520815755
24.81203007518797,27.1502523204071
25.31328320802005,28.635168530271617
25.563909774436087,24.774722267011626
26.065162907268167,26.00704373583752
26.31578947368421,25.493358099686464
27.06766917293233,26.142635227434674
27.31829573934837,23.714263332350697
28.32080200501253,23.57760228552548
28.57142857142857,18.921661771425264
28.82205513784461,16.229962657783577
29.07268170426065,20.1259699328076
29.32330827067669,14.769043472203208
29.57393483709273,17.404733241580033
29.82456140350877,15.977626324672707
30.075187969924812,13.928438499658863
30.32581453634085,14.51357747089363
30.82706766917293,11.002853356972551
31.07769423558897,11.240300494490665
32.08020050125313,10.805117175255123
32.581453634085214,12.254696368468636
32.83208020050125,10.504007888025232
33.08270676691729,13.455163345691798
33.583959899749374,9.02436612195576
34.08521303258145,18.734304252998164
35.08771929824561,22.279065624702763
35.83959899749373,22.855669747103917
36.09022556390977,26.903276229692015
36.59147869674185,28.512245226701616
37.34335839598997,31.22566765229088
37.59398496240601,32.10673488215672
38.095238095238095,30.760606459826878
38.34586466165413,32.48782646918584
38.59649122807017,31.923059391036528
38.847117794486216,35.252989613653995
39.097744360902254,33.07490923840813
40.100250626566414,29.106656248087504
40.6015037593985,26.798478420500242
41.10275689223057,26.72913044153744
41.35338345864661,22.928051947463768
41.60401002506266,26.430966013421525
41.854636591478695,20.51418047498066
42.10526315789473,21.080101913138815
42.606516290726816,22.10867802220603
42.857142857142854,16.055093518468233
43.10776942355889,17.2231721765902
43.35839598997494,16.491445044868126
43.609022556390975,16.486094393130585
43.859649122807014,15.571239401221561
44.11027568922306,15.655114639204761
44.3609022556391,13.631499986834111
44.86215538847117,17.770768901332154
45.614035087719294,17.44258913350501
45.86466165413533,17.996752558208144
46.11528822055138,19.633628083353297
46.365914786967416,22.482029279192393
46.616541353383454,21.769067718386008
46.8671679197995,25.468362981060196
47.11779448621554,27.214756456544265
48.370927318295735,29.027382173218413
49.122807017543856,37.894132303811226
49.87468671679198,36.79348535452695
50.125313283208015,39.03030112639208
50.37593984962406,39.736001489013134
50.6265664160401,40.924049201813084
51.127819548872175,38.27739246826879
51.62907268170426,36.28994568126018
52.63157894736842,34.87390418139707
53.63408521303258,32.20388928712953
53.884711779448615,29.625635076728003
54.3859649122807,30.76427353226196
55.13784461152882,27.903951169659525
55.38847117794486,26.426246067041554
55.639097744360896,25.322332861786826
55.88972431077694,26.190128142015478
57.14285714285714,20.630916412090613
57.39348370927318,25.65042997090833
57.64411027568922,25.45803473727716
58.1453634085213,24.483625296394596
58.64661654135338,26.613432316145257
58.89724310776942,26.020552249099325
59.14786967418546,28.506238627587415
59.64912280701754,32.04012386703979
60.150375939849624,32.61364980365927
60.40100250626566,33.64510018338741
61.152882205513784,40.215168810787674
62.15538847117794,42.90086759794739
63.40852130325814,45.83996418898383
63.65914786967418,45.813374345695536
63.909774436090224,46.12484352221258
64.16040100250626,46.386141868676056
64.41102756892231,46.05700373319392
65.16290726817043,41.75237892799521
65.41353383458646,42.387147050627775
66.16541353383458,41.41427652667807
67.16791979949875,37.030688976819796
67.66917293233082,35.18702091811888
68.92230576441102,33.94204432399675
69.17293233082707,32.955134378125386
69.4235588972431,30.54205591907458
70.92731829573934,29.84552169155702
